lambda;rgb
588.3248291;1514
588.4815063;1630
588.6381226;1558
588.7947998;1468
588.951416;1535
589.1080322;1573
589.2646484;1563
589.4212646;1589
589.5778809;1404
589.734436;1577
589.8910522;1668
590.0476074;1579
590.2042236;1628
590.3607788;1650
590.517334;1566
590.6738892;1542
590.8303833;1517
590.9869385;1672
591.1434326;1551
591.2999878;1663
591.4564819;1581
591.6129761;1450
591.7694702;1650
591.9259644;1595
592.0823975;1753
592.2388916;1646
592.3953247;1457
592.5517578;1567
592.708252;1551
592.8646851;1758
593.0210571;1821
593.1774902;1566
593.3339233;1577
593.4902954;1679
593.6467285;1581
593.8031006;1558
593.9594727;1661
594.1158447;1738
594.2721558;1703
594.4285278;1730
594.5848999;1677
594.7412109;1598
594.897522;1853
595.053833;1613
595.210144;1621
595.3664551;1706
595.5227661;1767
595.6790771;1728
595.8353271;1694
595.9915771;1550
596.1478882;1637
596.3041382;1611
596.4603882;1678
596.6165771;1669
596.7728271;1799
596.9290161;1738
597.0852661;1835
597.2414551;1883
597.397644;1890
597.553833;2079
597.710022;2009
597.8662109;2115
598.0223389;2183
598.1785278;1945
598.3346558;2019
598.4907837;2012
598.6469116;1871
598.8030396;1915
598.9591675;1810
599.1152954;1817
599.2713623;1780
599.4274902;1757
599.5835571;1717
599.739624;1685
599.8956909;1792
600.0517578;1820
600.2078247;1704
600.3638306;1788
600.5198975;1838
600.6759033;1872
600.8319092;1872
600.987915;1872
601.1439209;1826
601.2999268;1893
601.4558716;2084
601.6118774;1920
601.7678223;1880
601.9237671;1823
602.0797729;1962
602.2356567;1780
602.3916016;1770
602.5475464;1818
602.7034912;1947
602.859375;1991
603.0152588;2056
603.1711426;1929
603.3270264;2021
603.4829102;1833
603.6387939;1937
603.7946777;2032
603.9505005;2022
604.1063843;2084
604.262207;2020
604.4180298;2114
604.5738525;2030
604.7296753;2001
604.885437;2012
605.0412598;1878
605.1970215;2005
605.3527832;1903
605.508606;1910
605.6643677;1972
605.8200684;2085
605.9758301;1948
606.1315918;2095
606.2872925;1833
606.4429932;1966
606.5987549;1954
606.7544556;2210
606.9101563;2285
607.0657959;2216
607.2214966;2321
607.3771973;2627
607.5328369;2585
607.6884766;3060
607.8441162;3584
607.9997559;4658
608.1553955;5869
608.3110352;6770
608.4666138;7752
608.6222534;8108
608.777832;7667
608.9334106;7140
609.0889893;6421
609.2445679;5774
609.4001465;5210
609.5556641;4447
609.7112427;3992
609.8667603;3498
610.0223389;3341
610.1778564;3055
610.333374;2879
610.4888306;2794
610.6443481;2723
610.7998657;2658
610.9553223;2849
611.1107788;2825
611.2662354;3039
611.4216919;3099
611.5771484;3361
611.732605;3650
611.8880005;4254
612.043457;4785
612.1988525;6009
612.354248;7796
612.5096436;9569
612.6650391;11553
612.8204346;13478
612.9758301;14738
613.1311646;14922
613.286499;15228
613.4418945;14694
613.597229;13499
613.7525635;12625
613.9078979;11443
614.0631714;10080
614.2185059;9001
614.3737793;8227
614.5290527;7190
614.6843872;6469
614.8396606;5966
614.994873;5280
615.1501465;4769
615.3054199;4437
615.4606323;3876
615.6158447;3771
615.7711182;3542
615.9263306;3436
616.081543;3268
616.2366943;3138
616.3919067;2979
616.5470581;3139
616.7022705;3038
616.8574219;2936
617.0125732;2917
617.1677246;3169
617.322876;2873
617.4780273;2831
617.6331177;2872
617.788208;3020
617.9433594;2982
618.0984497;3008
618.25354;2917
618.4086304;3054
618.5636597;3152
618.71875;3079
618.8737793;3392
619.0288696;3530
619.1838989;3647
619.3389282;3756
619.4939575;3483
619.6489868;3296
619.8039551;3435
619.9589844;3287
620.1139526;3204
620.2689209;3131
620.4238892;3010
620.5788574;2779
620.7338257;2921
620.8887939;2958
621.0437012;3129
621.1986694;3293
621.3535767;3321
621.5084839;3164
621.6633911;3197
621.8182983;2880
621.9731445;2924
622.1280518;2770
622.2828979;2770
622.4378052;2658
622.5926514;2732
622.7474976;2908
622.9023438;3065
623.0571289;3079
623.2119751;3139
623.3667603;3304
623.5216064;3352
623.6763916;3376
623.8311768;3373
623.9859619;3487
624.1407471;3438
624.2954712;3604
624.4502563;3526
624.6049805;3504
624.7597046;3647
624.9144287;3457
625.0691528;3512
625.223877;3381
625.3786011;3656
625.5332642;3827
625.6879883;3558
625.8426514;3758
625.9973145;4010
626.1519775;3950
626.3066406;3887
626.4613037;4019
626.6159058;3631
626.7705688;3861
626.9251709;3815
627.0797729;3863
627.234375;3765
627.3889771;3795
627.5435791;3702
627.6981201;3861
627.8527222;4393
628.0072632;4530
628.1618042;4499
628.3163452;4807
628.4708862;5080
628.6254272;5486
628.7799683;5893
628.9344482;6287
629.0889893;6855
629.2434692;7690
629.3979492;8865
629.5524292;11060
629.7069092;13585
629.8613281;16833
630.0158081;21353
630.1702271;25606
630.324646;29560
630.4790649;31848
630.6334839;32784
630.7879028;32112
630.9423218;31037
631.0967407;29080
631.2510986;26498
631.4054565;23792
631.5598145;20830
631.7141724;18358
631.8685303;16198
632.0228882;14185
632.1771851;12042
632.331543;10939
632.4858398;9581
632.6401367;8495
632.7944336;7874
632.9487305;7187
633.1030273;6659
633.2573242;6296
633.4115601;6445
633.5657959;6415
633.7200928;6473
633.8743286;7537
634.0285645;8986
634.1827393;11336
634.3369751;14785
634.4912109;18732
634.6453857;21542
634.7995605;23145
634.9537354;23498
635.1079102;22680
635.262085;21162
635.4162598;19115
635.5703735;17096
635.7244873;14837
635.8786621;12980
636.0327759;11385
636.1868896;9661
636.3410034;8730
636.4950562;7740
636.6491699;6838
636.8032227;6206
636.9572754;5480
637.1113892;5053
637.2654419;4748
637.4194336;4405
637.5734863;4165
637.7275391;3868
637.8815308;3606
638.0355225;3494
638.1895752;3460
638.3435669;3022
638.4974976;2658
638.6514893;2675
638.805481;2585
638.9594116;2428
639.1134033;2359
639.267334;2207
639.4212646;2009
639.5751953;1948
639.7290649;1778
639.8829956;2053
640.0368652;1883
640.1907959;1976
640.3446655;1912
640.4985352;1783
640.6524048;1654
640.8062744;1813
640.960083;1828
641.1139526;1780
641.2677612;1703
641.4215698;1943
641.5753784;1720
641.729187;1740
641.8829956;1544
642.0368042;1527
642.1905518;1543
642.3443604;1614
642.4981079;1496
642.6518555;1510
642.805603;1381
642.9593506;1407
643.1130371;1325
643.2667847;1316
643.4204712;1447
643.5742188;1242
643.7279053;1349
643.8815918;1348
644.0352173;1470
644.1889038;1409
644.3425903;1311
644.4962158;1378
644.6498413;1494
644.8034668;1335
644.9570923;1308
645.1107178;1343
645.2643433;1459
645.4179077;1575
645.5715332;1447
645.7250977;1542
645.8786621;1703
646.0322266;1941
646.185791;2007
646.3393555;2547
646.4928589;3211
646.6464233;4053
646.7999268;4912
646.9534302;5911
647.1069336;6557
647.260437;6675
647.4139404;7380
647.5673828;6936
647.7208862;6311
647.8743286;5808
648.027771;5115
648.1812134;4336
648.3346558;4134
648.4880981;3281
648.6415405;2952
648.7949219;2555
648.9483032;2280
649.1016846;2069
649.2550659;1944
649.4084473;1670
649.5618286;1729
649.71521;1564
649.8685303;1414
650.0219116;1302
650.1752319;1471
650.3285522;1340
650.4818726;1424
650.6351318;1463
650.7884521;1331
650.9417114;1393
651.0950317;1368
651.248291;1392
651.4015503;1439
651.5548096;1475
651.7080688;1654
651.8612671;1698
652.0145264;1688
652.1677246;1557
652.3209229;1545
652.4741211;1469
652.6273193;1471
652.7805176;1366
652.9337158;1372
653.086853;1504
653.2400513;1252
653.3931885;1275
653.5463257;1351
653.6994629;1178
653.8525391;1150
654.0056763;1204
654.1588135;907
654.3118896;1109
654.4649658;1059
654.618042;1035
654.7711182;1046
654.9241943;1043
655.0772705;990
655.2302856;1053
655.3833008;971
655.536377;1091
655.6893921;923
655.8424072;1065
655.9953613;1174
656.1483765;1163
656.3013916;1041
656.4543457;1107
656.6072998;1150
656.7602539;1047
656.913208;1019
657.0661621;1058
657.2191162;873
657.3720093;863
657.5249023;937
657.6778564;979
657.8307495;1027
657.9836426;932
658.1364746;871
658.2893677;952
658.4422607;809
658.5950928;843
658.7479248;1124
658.9007568;893
659.0535889;826
659.2064209;1042
659.3592529;789
659.5120239;948
659.664856;988
659.817627;833
659.9703979;989
660.1231689;826
660.2759399;796
660.4286499;1036
660.5814209;902
660.7341309;940
660.8868408;863
661.0395508;922
661.1922607;920
661.3449707;833
661.4976807;836
661.6503296;695
661.8030396;909
661.9556885;752
662.1083374;728
662.2609863;896
662.4136353;713
662.5662231;830
662.7188721;752
662.87146;986
663.0240479;878
663.1766357;752
663.3292236;917
663.4818115;934
663.6343994;697
663.7869263;949
663.9395142;704
664.092041;732
664.2445679;787
664.3970947;880
664.5496216;932
664.7020874;894
664.8546143;874
665.0070801;771
665.1595459;692
665.3120117;612
665.4644775;719
665.6169434;809
665.7694092;721
665.921814;738
666.0742188;824
666.2266846;907
666.3790894;672
666.5314941;620
666.6838379;763
666.8362427;840
666.9885864;793
667.1409912;708
667.293335;794
667.4456787;825
667.5980225;742
667.7503662;708
667.9026489;776
668.0549927;705
668.2072754;842
668.3595581;867
668.5118408;910
668.6641235;742
668.8164063;784
668.968689;773
669.1209106;769
669.2731323;849
669.425354;929
669.5776367;794
669.7297974;1022
669.882019;1028
670.0342407;912
670.1864014;916
670.338562;1049
670.4907837;803
670.6429443;910
670.795105;736
670.9472046;930
671.0993652;782
671.2514648;661
671.4036255;755
671.5557251;838
671.7078247;819
671.8599243;731
672.0119629;876
672.1640625;759
672.3161011;763
672.4682007;915
672.6202393;885
672.7722778;944
672.9243164;735
673.0762939;711
673.2283325;989
673.3803101;742
673.5322876;790
673.6843262;825
673.8363037;811
673.9882202;778
674.1401978;789
674.2921753;729
674.4440918;768
674.5960083;669
674.7479248;721
674.8998413;864
675.0517578;918
675.2036743;740
675.3555298;746
675.5074463;616
675.6593018;892
675.8111572;807
675.9630127;610
676.1148682;647
676.2666626;768
676.4185181;730
676.5703125;693
676.722168;737
676.8739624;825
677.0257568;760
677.1774902;693
677.3292847;860
677.4810181;700
677.6328125;638
677.7845459;638
677.9362793;736
678.0880127;972
678.2397461;660
678.3914185;843
678.5431519;585
678.6948242;726
678.8464966;646
678.9981689;744
679.1498413;713
679.3015137;790
679.453186;711
679.6047974;679
679.7564087;744
679.90802;874
680.0596313;717
680.2112427;695
680.362854;689
680.5144653;652
680.6660156;649
680.8175659;648
680.9691162;751
681.1206665;806
681.2722168;836
681.4237671;870
681.5753174;834
681.7268066;743
681.8782959;697
682.0297852;818
682.1812744;605
682.3327637;741
682.4842529;859
682.6356812;580
682.7871704;683
682.9385986;582
683.0900269;678
683.2414551;645
683.3928833;698
683.5442505;827
683.6956787;755
683.8470459;781
683.9984131;670
684.1498413;657
684.3011475;735
684.4525146;823
684.6038818;700
684.755188;669
684.9065552;684
685.0578613;687
685.2091675;699
685.3604736;760
685.5117188;630
685.6630249;760
685.8143311;701
685.9655762;741
686.1168213;602
686.2680664;689
686.4193115;650
686.5705566;874
686.7217407;656
686.8729858;633
687.0241699;662
687.175354;579
687.3265381;601
687.4777222;670
687.6288452;598
687.7800293;773
687.9311523;721
688.0823364;674
688.2334595;771
688.3845825;711
688.5357056;762
688.6867676;612
688.8378906;717
688.9889526;703
689.1400146;805
689.2910767;719
689.4421387;718
689.5932007;724
689.7442627;731
689.8952637;652
690.0462646;709
690.1973267;775
690.3483276;740
690.4993286;775
690.6502686;688
690.8012695;832
690.9522095;729
691.1032104;656
691.2541504;555
691.4050903;860
691.5560303;662
691.7069092;674
691.8578491;812
692.008728;867
692.159668;690
692.3105469;649
692.4614258;689
692.6123047;706
692.7631226;649
692.9140015;741
693.0648193;668
693.2156372;654
693.3664551;757
693.5172729;616
693.6680908;676
693.8189087;762
693.9696655;767
694.1204834;624
694.2712402;714
694.4219971;784
694.5727539;799
694.7235107;677
694.8742065;598
695.0249634;585
695.1756592;724
695.326355;713
695.4770508;484
695.6277466;669
695.7784424;674
695.9290771;664
696.0797729;640
696.2304077;644
696.3810425;554
696.5316772;659
696.682312;652
696.8328857;732
696.9835205;598
697.1340942;667
697.284729;579
697.4353027;708
697.5858765;716
697.7363892;735
697.8869629;763
698.0375366;563
698.1880493;870
698.338562;558
698.4890747;649
698.6395874;647
698.7901001;597
698.9405518;625
699.0910645;723
699.2415161;692
699.3919678;749
699.5424194;566
699.6928711;574
699.8433228;767
699.9937134;784
700.144165;598
700.2945557;665
700.4449463;731
700.5953369;455
700.7457275;586
700.8961182;663
701.0464478;608
701.1967773;847
701.347168;643
701.4974976;765
701.6478271;737
701.7980957;698
701.9484253;745
702.0986938;603
702.2490234;756
702.399292;692
702.5495605;561
702.6998291;712
702.8500977;705
703.0003052;518
703.1505737;590
703.3007813;690
703.4509888;844
703.6011963;654
703.7514038;643
703.9015503;753
704.0517578;651
704.2019043;648
704.3521118;575
704.5022583;689
704.6524048;676
704.8024902;709
704.9526367;574
705.1027222;629
705.2528687;776
705.4029541;718
705.5530396;638
705.703125;737
705.8532104;682
706.0032349;576
706.1533203;729
706.3033447;843
706.4533691;666
706.6033936;591
706.753418;726
706.9033813;612
707.0534058;537
707.2033691;797
707.3533936;769
707.5033569;587
707.6533203;630
707.8032227;714
707.953186;712
708.1031494;710
708.2530518;587
708.4029541;529
708.5528564;741
708.7027588;720
708.8526611;863
709.0025024;585
709.1524048;680
709.3022461;470
709.4520874;812
709.6019287;653
709.75177;598
709.9016113;642
710.0513916;557
710.2011719;734
710.3510132;678
710.5007935;719
710.6505737;601
710.800293;626
710.9500732;711
711.0998535;683
711.2495728;631
711.399292;812
711.5490112;697
711.6987305;841
711.8484497;679
711.9981079;619
712.1478271;702
712.2974854;760
712.4471436;728
712.5968018;825
712.74646;653
712.8961182;709
713.0457153;844
713.1953125;686
713.3449707;720
713.4945679;692
713.644165;680
713.7937012;658
713.9432983;763
714.0928345;740
714.2424316;688
714.3919678;758
714.5415039;769
714.69104;719
714.8405151;718
714.9900513;590
715.1395264;671
715.2890625;650
715.4385376;799
715.5880127;647
715.7374268;715
715.8869019;567
716.036377;717
716.185791;693
716.3352051;605
716.4846191;639
716.6340332;609
716.7834473;728
716.9328003;722
717.0822144;886
717.2315674;807
717.3809204;680
717.5302734;666
717.6796265;705
717.8289795;621
717.9782715;647
718.1276245;684
718.2769165;639
718.4262085;572
718.5755005;716
718.7247925;737
718.8740234;716
719.0233154;633
719.1725464;624
719.3217773;570
719.4710083;754
719.6202393;590
719.7694702;666
719.9186401;728
720.0678711;693
720.217041;717
720.3662109;675
720.5153809;635
720.6645508;646
720.8136597;604
720.9628296;642
721.1119385;761
721.2610474;649
721.4101563;721
721.5592651;834
721.708374;767
721.8574829;664
722.0065308;574
722.1555786;660
722.3046265;701
722.4536743;705
722.6027222;702
722.75177;667
722.9007568;626
723.0498047;692
723.1987915;702
723.3477783;711
723.4967651;675
723.645752;639
723.7946777;678
723.9436646;639
724.0925903;603
724.2415161;777
724.3904419;679
724.5393677;669
724.6882935;895
724.8371582;671
724.9860229;850
725.1349487;669
725.2838135;652
725.4326782;711
725.5814819;821
725.7303467;675
725.8791504;610
726.0280151;702
726.1768188;743
726.3256226;770
726.4744263;681
726.6231689;697
726.7719727;763
726.9207153;717
727.069519;617
727.2182617;668
727.3670044;684
727.515686;759
727.6644287;532
727.8131104;714
727.961853;682
728.1105347;656
728.2592163;643
728.4078979;722
728.5565796;607
728.7052002;625
728.8538208;656
729.0025024;735
729.151123;857
729.2997437;707
729.4483643;724
729.5969238;564
729.7455444;683
729.894104;674
730.0426636;665
730.1912231;692
730.3397827;664
730.4883423;663
730.6368408;677
730.7854004;686
730.9338989;816
731.0823975;714
731.230896;581
731.3793945;812
731.527832;785
731.6763306;580
731.8247681;607
731.9732056;706
732.1216431;638
732.2700806;712
732.4185181;776
732.5669556;755
732.715332;695
732.8637085;689
733.012085;644
733.1604614;750
733.3088379;601
733.4572144;699
733.6055298;670
733.7538452;802
733.9022217;617
734.0505371;674
734.1988525;747
734.3471069;739
734.4954224;703
734.6436768;792
734.7919312;579
734.9402466;621
735.0884399;703
735.2366943;695
735.3849487;694
735.5331421;535
735.6813965;786
735.8295898;669
735.9777832;607
736.1259766;625
736.2741089;591
736.4223022;717
736.5704346;668
736.7186279;679
736.8667603;704
737.0148926;743
737.1629639;610
737.3110962;612
737.4592285;761
737.6072998;1034
737.7553711;565
737.9034424;827
738.0515137;628
738.199585;642
738.3475952;595
738.4956055;632
738.6436768;663
738.791687;752
738.9396973;649
739.0876465;647
739.2356567;692
739.383667;731
739.5316162;714
739.6795654;710
739.8275146;609
739.9754639;732
740.1234131;613
740.2713013;599
740.4191895;729
740.5671387;672
740.7150269;614
740.862915;672
741.0107422;681
741.1586304;774
741.3064575;602
741.4543457;759
741.6021729;656
741.75;736
741.8978271;689
742.0455933;799
742.1934204;889
742.3411865;668
742.4889526;600
742.6367188;766
742.7844849;693
742.932251;830
743.0800171;642
743.2277222;622
743.3754272;727
743.5231323;654
743.6708374;641
743.8185425;789
743.9662476;689
744.1138916;613
744.2615967;809
744.4092407;596
744.5568848;670
744.7045288;614
744.8521118;546
744.9997559;766
745.1473389;614
745.2949829;707
745.4425659;745
745.5901489;669
745.7377319;731
745.8852539;727
746.0328369;705
746.1803589;638
746.3278809;768
746.4754028;675
746.6229248;673
746.7704468;568
746.9179077;631
747.0654297;618
747.2128906;559
747.3603516;608
747.5078125;756
747.6552124;729
747.8026733;703
747.9500732;551
748.0975342;802
748.2449341;684
748.392334;604
748.5397339;781
748.6870728;803
748.8344727;595
748.9818115;732
749.1291504;622
749.2764893;760
749.4238281;689
749.571167;827
749.7185059;658
749.8657837;799
750.0130615;644
750.1603394;584
750.3076172;627
750.454895;707
750.6021729;587
750.7493896;614
750.8966064;658
751.0438843;695
751.1911011;603
751.3382568;615
751.4854736;787
751.6326904;911
751.7798462;627
751.927002;699
752.0741577;579
752.2213135;693
752.3684692;729
752.515625;611
752.6627197;737
752.8098145;693
752.9569092;754
753.1040039;646
753.2510986;627
753.3981934;594
753.5452271;688
753.6923218;655
753.8393555;703
753.9863892;689
754.1334229;713
754.2803955;576
754.4274292;669
754.5744019;665
754.7214355;652
754.8684082;824
755.0153809;704
755.1622925;772
755.3092651;748
755.4561768;786
755.6031494;562
755.750061;716
755.8969727;712
756.0438843;700
756.1907349;605
756.3376465;671
756.4844971;646
756.6313477;808
756.7781982;722
756.9250488;804
757.0718994;685
757.218689;633
757.3655396;626
757.5123291;619
757.6591187;600
757.8059082;464
757.9526978;672
758.0994263;701
758.2462158;857
758.3929443;612
758.5396729;660
758.6864014;674
758.8331299;734
758.9798584;648
759.1265259;722
759.2732544;634
759.4199219;773
759.5665894;623
759.7132568;694
759.8598633;729
760.0065308;645
760.1531372;630
760.2998047;717
760.4464111;727
760.5930176;726
760.739563;650
760.8861694;677
761.0327759;862
761.1793213;639
761.3258667;601
761.4724121;621
761.6189575;648
761.7654419;689
761.9119873;635
762.0584717;714
762.2049561;668
762.3514404;660
762.4979248;676
762.6444092;689
762.7908936;669
762.9373169;616
763.0837402;660
763.2301636;674
763.3765869;596
763.5230103;604
763.6694336;658
763.8157959;616
763.9621582;819
764.1085205;558
764.2548828;732
764.4012451;605
764.5476074;552
764.6939087;787
764.840271;659
764.9865723;664
765.1328735;626
765.2791748;746
765.425415;745
765.5717163;743
765.7179565;754
765.8642578;633
766.010498;725
766.1567383;668
766.3029175;597
766.4491577;683
766.5953369;616
766.7415771;664
766.8877563;604
767.0339355;500
767.1800537;627
767.3262329;544
767.4724121;612
767.6185303;626
767.7646484;718
767.9107666;639
768.0568848;746
768.2029419;692
768.3490601;681
768.4951172;669
768.6412354;721
768.7872925;829
768.9332886;744
769.0793457;824
769.2254028;594
769.3713989;754
769.517395;592
769.6633911;702
769.8093872;640
769.9553833;677
770.1013794;555
770.2473145;564
770.3933105;735
770.5392456;728
770.6851807;568
770.8310547;637
770.9769897;690
771.1229248;671
771.2687988;768
771.4146729;646
771.5605469;698
771.7064209;751
771.8522949;601
771.9981079;636
772.1439209;581
772.2897949;649
772.4356079;655
772.5814209;586
772.7271729;732
772.8729858;588
773.0187378;682
773.1645508;609
773.3103027;901
773.4560547;724
773.6017456;586
773.7474976;783
773.8931885;712
774.0389404;786
774.1846313;754
774.3303223;655
774.4760132;745
774.6216431;596
774.767334;769
774.9129639;691
775.0585938;691
775.2042236;770
775.3498535;674
775.4954834;628
775.6410522;619
775.7866821;643
775.932251;697
776.0778198;659
776.2233887;1152
776.3688965;801
776.5144653;633
776.6599731;570
776.805542;679
776.9510498;802
777.0965576;616
777.2420044;556
777.3875122;709
777.532959;771
777.6784668;779
777.8239136;858
777.9693604;654
778.1148071;866
778.2601929;679
778.4056396;595
778.5510254;677
778.6964111;611
778.8417969;713
778.9871826;733
779.1325684;705
779.2778931;756
779.4232178;635
779.5686035;776
779.7139282;738
779.8592529;738
780.0045166;706
780.1498413;467
780.295105;594
780.4403687;691
780.5856323;767
780.730896;599
780.8761597;707
781.0214233;739
781.166626;897
781.3118286;593
781.4570313;633
781.6022339;793
781.7474365;783
781.8926392;676
782.0377808;682
782.1829224;740
782.328125;694
782.4732056;713
782.6183472;646
782.7634888;629
782.9085693;546
783.0537109;681
783.1987915;674
783.3438721;705
783.4889526;700
783.6339722;701
783.7790527;552
783.9240723;657
784.0690918;636
784.2141113;656
784.3591309;654
784.5041504;554
784.6491089;654
784.7941284;704
784.9390869;586
785.0840454;745
785.2290039;819
785.3739624;555
785.5188599;690
785.6638184;751
785.8087158;614
785.9536133;643
786.0985107;615
786.2434082;631
786.3882446;667
786.5331421;739
786.6779785;709
786.8228149;807
786.9676514;689
787.1124878;677
787.2572632;689
787.4020996;632
787.546875;739
787.6916504;630
787.8364258;686
787.9812012;738
788.1259766;788
788.2706909;623
788.4154053;779
788.5601807;725
788.704895;731
788.8495483;736
788.9942627;737
789.1389771;789
789.2836304;832
789.4282837;709
789.572937;644
789.7175903;756
789.8622437;742
790.0068359;856
790.1514893;602
790.2960815;764
790.4406738;630
790.5852661;585
790.7297974;662
790.8743896;659
791.0189209;586
791.1635132;597
791.3080444;826
791.4525757;561
791.5970459;657
791.7415771;501
791.8860474;568
792.0305786;663
792.1750488;612
792.319519;674
792.4639282;648
792.6083984;692
792.7528076;577
792.8972778;620
793.041687;823
793.1860962;764
793.3305054;730
793.4748535;650
793.6192627;630
793.7636108;775
793.907959;718
794.0523071;749
794.1966553;639
794.3409424;823
794.4852905;629
794.6295776;731
794.7738647;744
794.9181519;787
795.062439;753
795.2067261;558
795.3509521;845
795.4952393;750
795.6394653;715
795.7836914;652
795.9279175;747
796.0720825;652
796.2163086;623
796.3604736;613
796.5046387;662
796.6488037;637
796.7929688;710
796.9371338;653
797.0812988;780
797.2254028;631
797.3695068;696
797.5136108;793
797.6577148;628
797.8018188;716
797.9458618;611
798.0899658;674
798.2340088;934
798.3780518;702
798.5220947;610
798.6661377;691
798.8101196;793
798.9541626;749
799.0981445;845
799.2421265;691
799.3861084;675
799.5300903;770
799.6740112;634
799.8179932;654
799.9619141;799
800.105835;771
800.2497559;637
800.3936768;537
800.5375366;697
800.6814575;609
800.8253174;775
800.9691772;776
801.1130371;614
801.256897;730
801.4006958;718
801.5445557;685
801.6883545;748
801.8321533;661
801.9759521;635
802.119751;607
802.2635498;654
802.4072876;742
802.5510254;654
802.6947632;635
802.838501;761
802.9822388;697
803.1259766;633
803.2696533;653
803.4133911;867
803.5570679;722
803.7007446;734
803.8444214;580
803.9880371;730
804.1317139;617
804.2753296;731
804.4189453;729
804.562561;590
804.7061768;747
804.8497925;606
804.9933472;671
805.1369019;878
805.2805176;703
805.4240723;779
805.5675659;677
805.7111206;725
805.8546753;597
805.9981689;747
806.1416626;655
806.2851563;590
806.4286499;808
806.5721436;698
806.7155762;747
806.8590698;571
807.0025024;631
807.1459351;824
807.2893677;643
807.4327393;611
807.5761719;727
807.7195435;747
807.862915;712
808.0062866;731
808.1496582;845
808.2930298;653
808.4363403;729
808.5797119;608
808.7230225;695
808.866333;578
809.0096436;766
809.1529541;706
809.2962036;662
809.4394531;671
809.5827637;679
809.7260132;777
809.8692627;581
810.0124512;583
810.1557007;609
810.2988892;779
810.4420776;716
810.5852661;584
810.7284546;659
810.8716431;616
811.0148315;639
811.157959;624
811.3010864;678
811.4442139;829
811.5873413;666
811.7304688;641
811.8735352;538
812.0166626;723
812.159729;870
812.3027954;721
812.4458618;700
812.5889282;661
812.7319336;857
812.875;667
813.0180054;626
813.1610107;476
813.3040161;672
813.4469604;726
813.5899658;607
813.7329102;637
813.8759155;600
814.0188599;592
814.1618042;675
814.3046875;759
814.4476318;702
814.5905151;606
814.7333984;746
814.8762817;635
815.019165;667
815.1620483;649
815.3049316;687
815.4477539;743
815.5905762;703
815.7333984;683
815.8762207;544
816.019043;563
816.1618042;747
816.3046265;653
816.4473877;483
816.5901489;712
816.7329102;647
816.8756714;641
817.0183716;518
817.1611328;711
817.303833;562
817.4465332;675
817.5892334;682
817.7319336;901
817.8745728;701
818.0172119;853
818.1599121;661
818.3025513;759
818.4451904;532
818.5877686;724
818.7304077;638
818.8729858;840
819.015625;711
819.1582031;628
819.3007202;752
819.4432983;685
819.5858765;692
819.7283936;579
819.8709106;670
820.0134277;654
820.1559448;646
820.2984619;640
820.440918;679
820.5834351;757
820.7258911;489
820.8683472;703
821.0108032;658
821.1532593;743
821.2956543;856
821.4381104;602
821.5805054;717
821.7229004;661
821.8652954;709
822.0076294;704
822.1500244;619
822.2923584;902
822.4346924;516
822.5770264;734
822.7193604;568
822.8616943;691
823.0040283;747
823.1463013;618
823.2885742;625
823.4308472;794
823.5731201;689
823.7153931;703
823.857605;769
823.9998779;748
824.1420898;707
824.2843018;578
824.4265137;719
824.5686646;704
824.7108765;686
824.8530273;669
824.9951782;727
825.1373291;817
825.27948;694
825.4216309;671
825.5637207;772
825.7058716;645
825.8479614;690
825.9900513;863
826.1321411;753
826.2741699;634
826.4162598;642
826.5582886;821
826.7003174;615
826.8423462;646
826.984375;831
827.1264038;729
827.2683716;768
827.4103394;755
827.5523682;811
827.6943359;719
827.8362427;912
827.9782104;726
828.1201172;631
828.262085;663
828.4039917;675
828.5458984;692
828.6878052;729
828.8296509;659
828.9715576;697
829.1134033;659
829.255249;632
829.3970947;604
829.5389404;817
829.6807861;572
829.8225708;821
829.9643555;780
830.1061401;678
830.2479248;726
830.3897095;694
830.5314941;604
830.6732178;782
830.8149414;811
830.956665;863
831.0983887;721
831.2401123;772
831.3818359;679
831.5234985;581
831.6651611;459
831.8068237;666
831.9484863;776
832.0901489;721
832.2318115;578
832.3734131;763
832.5150146;645
832.6566162;658
832.7982178;788
832.9398193;669
833.0813599;921
833.2229614;830
833.364502;607
833.5060425;610
833.647583;646
833.7891235;780
833.930603;825
834.0721436;795
834.213623;671
834.3551025;839
834.496582;604
834.6380005;736
834.77948;599
834.9208984;773
835.0623169;553
835.2037354;710
835.3451538;680
835.4865723;787
835.6279297;616
835.7693481;572
835.9107056;679
836.052063;788
836.1934204;587
836.3347168;650
836.4760742;702
836.6173706;831
836.758667;780
836.8999634;747
837.0412598;711
837.1825562;769
837.3237915;635
837.4650269;586
837.6063232;759
837.7474976;555
837.8887329;688
838.0299683;633
838.1711426;613
838.3123779;593
838.4535522;789
838.5947266;694
838.7358398;686
838.8770142;592
839.0181274;764
839.1593018;692
839.300415;591
839.4415283;829
839.5825806;586
839.7236938;640
839.8647461;722
840.0057983;685
840.1469116;744
840.2879028;721
840.4289551;712
840.5700073;793
840.7109985;650
840.8519897;700
840.992981;638
841.1339722;646
841.2749634;750
841.4158936;697
841.5568848;824
841.6978149;643
841.8387451;607
841.9796753;765
842.1205444;594
842.2614746;618
842.4023438;659
842.5432129;705
842.684082;722
842.8249512;635
842.9658203;775
843.1066284;663
843.2474365;832
843.3883057;647
843.5291138;777
